번호,소관부처,사업수행기관,지원분야,공고명,신청시작일자,신청종료일자,등록일자,공고상세URL
108,부산광역시,기초자치단체,경영,[부산] 남구 2026년 청년 사업자 임차료 지원 사업 참여자 모집 공고,2026-02-02,2026-02-20,2026-02-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118082
109,부산광역시,기초자치단체,경영,[부산] 사상구 2026년 사물인터넷 측정기기 부착 지원사업 참여 신청 공고,2026-02-03,2026-02-24,2026-02-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118081
110,경기도,기초자치단체,금융,[경기] 하남시 2026년 1차 중소기업육성기금(이자차액) 접수 공고,2026-01-30,2026-02-13,2026-02-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118080
111,부산광역시,기초자치단체,금융,[부산] 기장군 2026년 상반기 발전소주변지역 주민복지 및 기업유치지원 융자사업 대상자 모집 공고,2026-02-02,2026-02-13,2026-02-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118078
112,경기도,기초자치단체,금융,[경기] 하남시 2026년 1차 중소기업육성기금(융자금) 접수 공고,2026-01-30,2026-02-13,2026-02-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118075
113,대구광역시,기초자치단체,경영,[대구] 동구 2026년 농기계 구입 지원사업 신청 공고,2026-01-28,2026-02-20,2026-02-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118074
114,경기도,경기도경제과학진흥원,창업,[경기] 2026년 경기 창업 공모 G스타 오디션 예비ㆍ초기리그 참가자 모집 공고,2026-02-04,2026-03-12,2026-02-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118072
115,대구광역시,기초자치단체,경영,[대구] 서구 2026년 외식업소 시설개선 지원 대상자 모집 공고,2026-01-19,2026-02-20,2026-02-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118071
116,대구광역시,기초자치단체,경영,[대구] 서구 2026년 농기계 구입 지원사업 공고,2026-01-26,2026-02-27,2026-02-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118070
117,대구광역시,대구신용보증재단,금융,[대구] 2026년 동구 소상공인 경영안정자금 지원사업 공고,2026-02-02,2026-12-31,2026-02-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118067
118,대구광역시,기초자치단체,경영,[대구] 수성구 2026년 농기계구입 지원사업 신청 공고,2026-01-28,2026-02-20,2026-02-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118065
119,대구광역시,대구신용보증재단,금융,[대구] 달성군 2026년 소상공인 경영안정자금 지원사업 공고,2026-02-22,2026-12-31,2026-02-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118064
120,부산광역시,부산노동권익센터,인력,[부산] 2026년 소규모사업장 작업환경개선 지원사업 모집 공고,2026-01-30,2026-02-25,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118060
121,강원특별자치도,강원테크노파크,기술,[강원] 평창군 2026년 그린바이오 사업화지원(비R&D) 모집 공고,2026-01-30,2026-03-03,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118059
122,강원특별자치도,강원테크노파크,기술,2026년 평창군 그린바이오 기술개발(R&BD) 기술고도화지원(비R&D) 모집 공고,2026-01-30,2026-03-03,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118038
123,경기도,수원도시재단,기술,2026년 탄소중립 그린도시 기술 리빙랩 공고,2026-01-29,2026-02-27,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118058
124,중소벤처기업부,중소벤처기업진흥공단,창업,2026년 창업성공패키지(글로벌창업사관학교) 입교기업 모집 공고,2026-01-30,2026-02-13,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118057
125,중소벤처기업부,중소벤처기업진흥공단,창업,2026년 창업성공패키지(딥테크창업사관학교) 입교기업 모집 공고,2026-01-30,2026-02-13,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118056
126,중소벤처기업부,중소벤처기업진흥공단,인력,2026년 기업인력애로센터 활용 취업지원 사업 구인기업 및 구직자 모집 공고,2026-01-30,2026-12-31,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118037
127,중소벤처기업부,중소벤처기업진흥공단,창업,2026년 창업성공패키지(청년창업사관학교) 기본과정 입교생 모집 공고,2026-01-30,2026-02-13,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118036
128,중소벤처기업부,중소기업기술정보진흥원,기술,2026년 표준공정 기반 공정최적화 기술개발(R&D)사업 사전연구 및 제조현장진단 전문연구기관 모집 공고,2026-02-05,2026-02-27,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118035
129,중소벤처기업부,중소기업기술정보진흥원,기술,2026년 R&D성과확산 스마트공장 구축 지원사업 공고,2026-03-03,2026-03-26,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118055
130,중소벤처기업부,중소벤처기업진흥공단,인력,2026년 중소벤처기업부 숙련기능인력(E-7-4) 전환추천 공고,2026-01-30,2026-12-31,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118054
131,충청북도,충북테크노파크,기술,[충북] 영동군 2026년 일라이트산업 활성화 마중물 지원사업 수행기업 모집 공고,2026-01-30,2026-02-20,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118053
132,대구광역시,기초자치단체,경영,[대구] 달서구 2026년 농기계 구입 지원사업 공고,2026-01-28,2026-02-20,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118052
133,대구광역시,대구테크노파크,인력,[대구] 달성군 2026년 중소 제조기업 근로자 기숙사 임차비 지원사업 참여기업 모집 공고,2026-01-19,2026-02-06,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118051
134,중소벤처기업부,중소벤처기업진흥공단,경영,2026년 글로벌 인재 취업 선도대학 모집 공고,2026-01-30,2026-02-20,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118050
135,중소벤처기업부,중소벤처기업진흥공단,경영,2026년 K-수출전사 아카데미 운영기관 공고,2026-01-30,2026-02-20,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118034
136,중소벤처기업부,중소벤처기업진흥공단,인력,2026년 중소벤처기업부 외국전문인력(E-7-1) 고용추천 공고,2026-01-30,2026-12-31,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118049
137,대구광역시,기초자치단체,수출,[대구] 달성군 2026년 중소기업 전시회 참가비 지원 참여기업 모집 공고,2026-01-26,2026-02-27,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118048
138,충청북도,청주상공회의소,인력,[충북] 청주시 2026년 도시근로자 지원사업 참여기업 모집 공고,2026-02-02,2026-12-31,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118047
139,충청북도,청주상공회의소,인력,[충북] 청주시 2026년 소상공인 종사자 인건비 지원사업 공고(소상공인 맞춤형 도시근로자 지원사업),2026-02-02,2026-03-10,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118046
140,중소벤처기업부,기술보증기금,금융,2026년 유니콘브릿지 사업 참여기업 모집 공고,2026-01-30,2026-02-20,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118045
141,충청북도,신용보증기금,금융,[충북] 2026년 사회적기업 육성자금 이차보전금 지원계획 공고,2026-01-28,2026-12-31,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118033
142,전북특별자치도,직접수행,경영,2026년 전북특별자치도 관광객 유치 여행사 보상금 지급 공고,2026-01-26,2026-12-31,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118032
143,대구광역시,기초자치단체,기술,[대구] 달성군 2026년 농기계 구입지원 사업 시행계획 공고,2026-01-27,2026-02-20,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118044
144,전라남도,KOTRA광주전남지원본부,수출,[전남] 2026년 에너지 특화 인도네시아 시장개척단 파견 참가기업 모집 공고,2026-01-22,2026-02-20,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118043
145,강원특별자치도,강원정보문화산업진흥원,내수,[강원] 춘천시 2026년 1차 중소기업 국내 박람회 지원사업 모집 공고,2026-01-29,2026-02-12,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118030
146,전라남도,한국무역협회광주전남지역본부,수출,[전남] 2026년 도쿄 K-프리미엄 소비재전 참가기업 모집 공고,2026-01-26,2026-02-06,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118042
147,산림청,한국임업진흥원,인력,2026년 해외산림 청년인재 육성사업 참여기관 모집 공고,2026-01-29,2026-02-06,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118029
148,전라남도,한국무역협회광주전남지역본부,수출,[전남] 2026년 개별바이어 초청 수출상담회 지원사업 신청 공고,2026-01-27,2026-11-27,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118028
149,부산광역시,부산테크노파크,기술,2026년 KOLAS 공인 제품인증 서비스 바우처 지원사업 참가 희망기업 모집 공고,2026-01-29,2026-12-31,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118027
150,경상남도,KOTRA경남지원본부,수출,[경남] 진주시 2026년 해외지사화 지원사업 참여업체 모집 공고,2026-01-29,2026-02-20,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118026
151,문화체육관광부,한국관광공사,수출,2026년 상반기 베트남 지역 K-관광 로드쇼 및 트래블마트 참가기관 모집 공고,2026-01-29,2026-02-19,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118041
152,부산광역시,부산테크노파크,경영,2026년 이동 생체역학 성능평가 지원사업 참가 희망 모집 공고,2026-01-29,2026-12-31,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118025
153,충청북도,충북테크노파크,경영,[충북] 2026년 상반기 글로벌 혁신특구 특구사업자 추가 모집 공고(첨단재생바이오 글로벌 혁신특구),2026-01-29,2026-02-05,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118020
154,강원특별자치도,강원테크노파크,수출,[강원] 2026년 AI헬스케어 기업육성 지원사업 참여기업 모집 공고,2026-01-28,2026-02-10,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118024
155,경기도,한국세라믹기술원,기술,[경기] 이천시 도자 생태계 활성화 지원사업 공고(2026년 이천시-한국세라믹기술원 공동 추진 사업),2026-01-29,2026-03-15,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118023
156,중소벤처기업부,중소기업기술정보진흥원,내수,2026년 상반기 중소벤처기업부 혁신제품 신규지정 공고,2026-01-30,2026-03-05,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118022
157,경기도,경기환경에너지진흥원,내수,[경기] 2026년 국내ㆍ외 물산업 박람회 전시지원 ENVEX 2026 참여기업 모집 공고,2026-01-29,2026-02-20,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118021
158,산업통상부,한국생산기술연구원,경영,2026년 생태산업개발 순환형 네트워크 설비 및 사업화 지원 사업 공고,2026-01-30,2026-03-20,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118000
159,부산광역시,부산여성기업인협회,수출,[부산] 여성기업 인도 수출 판로 개척 사업 참가기업 모집 공고,2026-01-29,2026-02-11,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118019
160,중소벤처기업부,스마트제조혁신추진단,기술,2026년 제조데이터 상품가공 지원사업 공고,2026-01-29,2026-02-27,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118018
161,인천광역시,인천테크노파크,금융,[인천] 2026년 중소기업육성자금 지원계획 공고,2026-02-02,2026-12-18,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118017
162,산업통상부,대한무역투자진흥공사,수출,2026년 2차 해외지사화사업 참여기업 모집 공고,2026-01-29,2026-02-12,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118016
163,충청북도,KOTRA충북지원본부,수출,[충북] 2026년 중동 소비재 전략무역사절단 모집 공고,2026-01-29,2026-02-27,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118015
164,충청북도,충북테크노파크,경영,[충북] 2026년 에너지특화기업 사업화 지원사업 모집 공고,2026-01-27,2026-02-25,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117999
165,부산광역시,직접수행,경영,[부산] 2027년 전통시장 주차환경개선사업 공고,2026-01-26,2026-02-20,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117998
166,경상남도,직접수행,경영,[경남] 2027년 전통시장 주차환경개선사업 모집 공고,2026-01-26,2026-02-20,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117997
167,경상남도,직접수행,금융,[경남] 2026년 농어촌진흥기금 농산물 가격안정자금 융자시행계획 공고,2026-02-02,2026-12-31,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118014
168,산업통상부,대한무역투자진흥공사,수출,2026년 독일 뮌헨 환경기술ㆍ수처리ㆍ폐기물 전시회(IFAT) 한국관 참가기업 추가모집 공고(재활용ㆍ자원순환 분야),2026-01-29,2026-02-06,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117996
169,인천광역시,인천테크노파크,기술,[인천] 2026년 신규 3D프린팅(컬러ㆍ연속섬유) 무료 베타 테스트 지원 공고,2026-01-29,2026-03-31,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118013
170,경기도,경기신용보증재단,금융,[경기] 용인시 2026년 중소기업 특례보증 지원계획 공고,2026-01-05,2026-12-31,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117995
171,경상남도,경남투자경제진흥원,금융,[경남] 2026년 1분기 중소기업육성자금 특별자금 지원계획 공고,2026-03-10,2026-03-12,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118012
172,산업통상부,한국산업기술진흥원,기술,2026년 규제특례신산업창출(R&D) 지원 대상과제 공고,2026-01-28,2026-03-10,2026-01-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118010
